GO_ID,Term,Category,p-value,FDR,Fold Enrichment,Ratio in Study,Ratio in Population
GO:0044781,bacterial-type flagellum organization,BP,0.0016004258803300813,0.06667352313095712,e,"(8, 500)","(18, 3597)"
GO:0051301,cell division,BP,0.0016082170281222742,0.06667352313095712,e,"(20, 500)","(72, 3597)"
GO:0006413,translational initiation,BP,0.0016434856914896339,0.06667352313095712,e,"(4, 500)","(5, 3597)"
GO:0034644,cellular response to UV,BP,0.0016434856914896339,0.06667352313095712,e,"(4, 500)","(5, 3597)"
GO:0006886,intracellular protein transport,BP,0.0016434856914896339,0.06667352313095712,e,"(4, 500)","(5, 3597)"
GO:0009088,threonine biosynthetic process,BP,0.0016434856914896339,0.06667352313095712,e,"(4, 500)","(5, 3597)"
GO:0042254,ribosome biogenesis,BP,0.0016633576752191539,0.06667352313095712,e,"(9, 500)","(22, 3597)"
GO:0006221,pyrimidine nucleotide biosynthetic process,BP,0.0017403181791723146,0.06667352313095712,e,"(6, 500)","(11, 3597)"
GO:0009099,L-valine biosynthetic process,BP,0.0017403181791723146,0.06667352313095712,e,"(6, 500)","(11, 3597)"
GO:0006207,'de novo' pyrimidine nucleobase biosynthetic process,BP,0.001983771814286169,0.07276643846445437,e,"(5, 500)","(8, 3597)"
GO:0000105,L-histidine biosynthetic process,BP,0.001983771814286169,0.07276643846445437,e,"(5, 500)","(8, 3597)"
GO:0006457,protein folding,BP,0.002251362698716779,0.0792349459609731,e,"(10, 500)","(27, 3597)"
GO:0090529,cell septum assembly,BP,0.002252037327197031,0.0792349459609731,e,"(7, 500)","(15, 3597)"
GO:0036386,bacterial nucleoid packaging,BP,0.002672027214629116,0.08530694292630735,e,"(3, 500)","(3, 3597)"
GO:0042256,cytosolic ribosome assembly,BP,0.002672027214629116,0.08530694292630735,e,"(3, 500)","(3, 3597)"
GO:0050918,positive chemotaxis,BP,0.002672027214629116,0.08530694292630735,e,"(3, 500)","(3, 3597)"
GO:0019676,ammonia assimilation cycle,BP,0.002672027214629116,0.08530694292630735,e,"(3, 500)","(3, 3597)"
GO:0006163,purine nucleotide metabolic process,BP,0.002672027214629116,0.08530694292630735,e,"(3, 500)","(3, 3597)"
GO:0097588,archaeal or bacterial-type flagellum-dependent cell motility,BP,0.0030757435286224567,0.09641057896991118,e,"(6, 500)","(12, 3597)"
GO:0006352,DNA-templated transcription initiation,BP,0.005049586806638183,0.15545513669007552,e,"(6, 500)","(13, 3597)"
GO:0009314,response to radiation,BP,0.006551015534388247,0.19813948739097081,e,"(13, 500)","(44, 3597)"
GO:0006418,tRNA aminoacylation for protein translation,BP,0.007814977587814647,0.228356294260889,e,"(6, 500)","(14, 3597)"
GO:0006526,L-arginine biosynthetic process,BP,0.007814977587814647,0.228356294260889,e,"(6, 500)","(14, 3597)"
GO:0051205,protein insertion into membrane,BP,0.009120628217023632,0.23260879955910616,e,"(4, 500)","(7, 3597)"
GO:0044205,'de novo' UMP biosynthetic process,BP,0.009120628217023632,0.23260879955910616,e,"(4, 500)","(7, 3597)"
GO:0009098,L-leucine biosynthetic process,BP,0.009120628217023632,0.23260879955910616,e,"(4, 500)","(7, 3597)"
GO:0042274,ribosomal small subunit biogenesis,BP,0.009120628217023632,0.23260879955910616,e,"(4, 500)","(7, 3597)"
GO:0006605,protein targeting,BP,0.009120628217023632,0.23260879955910616,e,"(4, 500)","(7, 3597)"
GO:0042867,pyruvate catabolic process,BP,0.009579596733582678,0.23260879955910616,e,"(3, 500)","(4, 3597)"
GO:0043953,protein transport by the Tat complex,BP,0.009579596733582678,0.23260879955910616,e,"(3, 500)","(4, 3597)"
GO:0000918,division septum site selection,BP,0.009579596733582678,0.23260879955910616,e,"(3, 500)","(4, 3597)"
GO:2001295,malonyl-CoA biosynthetic process,BP,0.009579596733582678,0.23260879955910616,e,"(3, 500)","(4, 3597)"
GO:0071977,bacterial-type flagellum-dependent swimming motility,BP,0.009579596733582678,0.23260879955910616,e,"(3, 500)","(4, 3597)"
GO:0015834,peptidoglycan-associated peptide transport,BP,0.009579596733582678,0.23260879955910616,e,"(3, 500)","(4, 3597)"
GO:0140207,tripeptide import across plasma membrane,BP,0.009579596733582678,0.23260879955910616,e,"(3, 500)","(4, 3597)"
GO:0009085,lysine biosynthetic process,BP,0.01141473293296667,0.2721464936200317,e,"(5, 500)","(11, 3597)"
GO:0006541,glutamine metabolic process,BP,0.0115236044282264,0.2721464936200317,e,"(6, 500)","(15, 3597)"
GO:0006164,purine nucleotide biosynthetic process,BP,0.016319349689194358,0.3537690513176972,e,"(6, 500)","(16, 3597)"
GO:0009089,lysine biosynthetic process via diaminopimelate,BP,0.017371153936069677,0.3537690513176972,e,"(5, 500)","(12, 3597)"
GO:0009117,nucleotide metabolic process,BP,0.017371153936069677,0.3537690513176972,e,"(5, 500)","(12, 3597)"
GO:0045717,negative regulation of fatty acid biosynthetic process,BP,0.01928903180038488,0.3537690513176972,e,"(2, 500)","(2, 3597)"
GO:0006532,aspartate biosynthetic process,BP,0.01928903180038488,0.3537690513176972,e,"(2, 500)","(2, 3597)"
GO:0002099,tRNA wobble guanine modification,BP,0.01928903180038488,0.3537690513176972,e,"(2, 500)","(2, 3597)"
GO:0050667,homocysteine metabolic process,BP,0.01928903180038488,0.3537690513176972,e,"(2, 500)","(2, 3597)"
GO:0006014,D-ribose metabolic process,BP,0.01928903180038488,0.3537690513176972,e,"(2, 500)","(2, 3597)"
GO:0097054,L-glutamate biosynthetic process,BP,0.01928903180038488,0.3537690513176972,e,"(2, 500)","(2, 3597)"
GO:1902626,assembly of large subunit precursor of preribosome,BP,0.01928903180038488,0.3537690513176972,e,"(2, 500)","(2, 3597)"
GO:0006616,"SRP-dependent cotranslational protein targeting to membrane, translocation",BP,0.01928903180038488,0.3537690513176972,e,"(2, 500)","(2, 3597)"
GO:0009067,aspartate family amino acid biosynthetic process,BP,0.01928903180038488,0.3537690513176972,e,"(2, 500)","(2, 3597)"
GO:2000766,negative regulation of cytoplasmic translation,BP,0.01928903180038488,0.3537690513176972,e,"(2, 500)","(2, 3597)"
GO:0097510,"base-excision repair, AP site formation via deaminated base removal",BP,0.01928903180038488,0.3537690513176972,e,"(2, 500)","(2, 3597)"
GO:0015951,purine ribonucleotide interconversion,BP,0.01928903180038488,0.3537690513176972,e,"(2, 500)","(2, 3597)"
GO:0006220,pyrimidine nucleotide metabolic process,BP,0.01928903180038488,0.3537690513176972,e,"(2, 500)","(2, 3597)"
GO:0070614,tungstate ion transport,BP,0.01928903180038488,0.3537690513176972,e,"(2, 500)","(2, 3597)"
GO:0019068,virion assembly,BP,0.01928903180038488,0.3537690513176972,e,"(2, 500)","(2, 3597)"
GO:0022417,protein maturation by protein folding,BP,0.01928903180038488,0.3537690513176972,e,"(2, 500)","(2, 3597)"
GO:0006420,arginyl-tRNA aminoacylation,BP,0.01928903180038488,0.3537690513176972,e,"(2, 500)","(2, 3597)"
GO:0044038,cell wall macromolecule biosynthetic process,BP,0.01928903180038488,0.3537690513176972,e,"(2, 500)","(2, 3597)"
GO:0006796,phosphate-containing compound metabolic process,BP,0.021483763296722254,0.3667129497381105,e,"(3, 500)","(5, 3597)"
GO:0006564,L-serine biosynthetic process,BP,0.021483763296722254,0.3667129497381105,e,"(3, 500)","(5, 3597)"
GO:0006353,DNA-templated transcription termination,BP,0.021483763296722254,0.3667129497381105,e,"(3, 500)","(5, 3597)"
GO:0019430,removal of superoxide radicals,BP,0.021483763296722254,0.3667129497381105,e,"(3, 500)","(5, 3597)"
GO:0009116,nucleoside metabolic process,BP,0.021483763296722254,0.3667129497381105,e,"(3, 500)","(5, 3597)"
GO:0046168,glycerol-3-phosphate catabolic process,BP,0.021483763296722254,0.3667129497381105,e,"(3, 500)","(5, 3597)"
GO:0006537,glutamate biosynthetic process,BP,0.021483763296722254,0.3667129497381105,e,"(3, 500)","(5, 3597)"
GO:0009409,response to cold,BP,0.025072133391964364,0.41561882661294774,e,"(5, 500)","(13, 3597)"
GO:0019646,aerobic electron transport chain,BP,0.025072133391964364,0.41561882661294774,e,"(5, 500)","(13, 3597)"
GO:0070207,protein homotrimerization,BP,0.026098352540036156,0.42050055868245173,e,"(4, 500)","(9, 3597)"
GO:0019563,glycerol catabolic process,BP,0.026098352540036156,0.42050055868245173,e,"(4, 500)","(9, 3597)"
GO:0036460,cellular response to cell envelope stress,BP,0.02967607376908028,0.4737180664619852,e,"(6, 500)","(18, 3597)"
GO:0009073,aromatic amino acid family biosynthetic process,BP,0.03465944217204755,0.5481915440789906,e,"(5, 500)","(14, 3597)"
GO:0030261,chromosome condensation,BP,0.03857887999722196,0.5975364468398491,e,"(3, 500)","(6, 3597)"
GO:1990145,maintenance of translational fidelity,BP,0.03857887999722196,0.5975364468398491,e,"(3, 500)","(6, 3597)"
GO:0015976,carbon utilization,BP,0.0388190731125656,0.5975364468398491,e,"(4, 500)","(10, 3597)"
GO:0006520,amino acid metabolic process,BP,0.04622736104395812,0.6990874599981035,e,"(5, 500)","(15, 3597)"
GO:0006094,gluconeogenesis,BP,0.04622736104395812,0.6990874599981035,e,"(5, 500)","(15, 3597)"
GO:0000902,cell morphogenesis,BP,0.05252304097189642,0.7186485923456303,e,"(2, 500)","(3, 3597)"
GO:0034198,cellular response to amino acid starvation,BP,0.05252304097189642,0.7186485923456303,e,"(2, 500)","(3, 3597)"
GO:0006546,glycine catabolic process,BP,0.05252304097189642,0.7186485923456303,e,"(2, 500)","(3, 3597)"
GO:0009164,nucleoside catabolic process,BP,0.05252304097189642,0.7186485923456303,e,"(2, 500)","(3, 3597)"
GO:0090071,negative regulation of ribosome biogenesis,BP,0.05252304097189642,0.7186485923456303,e,"(2, 500)","(3, 3597)"
GO:0044209,AMP salvage,BP,0.05252304097189642,0.7186485923456303,e,"(2, 500)","(3, 3597)"
GO:0006535,cysteine biosynthetic process from serine,BP,0.05252304097189642,0.7186485923456303,e,"(2, 500)","(3, 3597)"
GO:0006801,superoxide metabolic process,BP,0.05252304097189642,0.7186485923456303,e,"(2, 500)","(3, 3597)"
GO:0097171,ADP-L-glycero-beta-D-manno-heptose biosynthetic process,BP,0.05252304097189642,0.7186485923456303,e,"(2, 500)","(3, 3597)"
GO:0006650,glycerophospholipid metabolic process,BP,0.05252304097189642,0.7186485923456303,e,"(2, 500)","(3, 3597)"
GO:0015689,molybdate ion transport,BP,0.05252304097189642,0.7186485923456303,e,"(2, 500)","(3, 3597)"
GO:0032790,ribosome disassembly,BP,0.05252304097189642,0.7186485923456303,e,"(2, 500)","(3, 3597)"
GO:0006189,'de novo' IMP biosynthetic process,BP,0.0544786960723364,0.7337599377242809,e,"(4, 500)","(11, 3597)"
GO:0009423,chorismate biosynthetic process,BP,0.0544786960723364,0.7337599377242809,e,"(4, 500)","(11, 3597)"
GO:0009254,peptidoglycan turnover,BP,0.05982191165975982,0.7984695318092143,e,"(5, 500)","(16, 3597)"
GO:0046940,nucleoside monophosphate phosphorylation,BP,0.06067256883237069,0.7984695318092143,e,"(3, 500)","(7, 3597)"
GO:0006415,translational termination,BP,0.06067256883237069,0.7984695318092143,e,"(3, 500)","(7, 3597)"
GO:0006730,one-carbon metabolic process,BP,0.07303246714046978,0.798813826336762,e,"(4, 500)","(12, 3597)"
GO:0044281,small molecule metabolic process,BP,0.07303246714046978,0.798813826336762,e,"(4, 500)","(12, 3597)"
GO:0043093,FtsZ-dependent cytokinesis,BP,0.07434586451190574,0.798813826336762,e,"(8, 500)","(32, 3597)"
GO:0006979,response to oxidative stress,BP,0.08466600337712259,0.798813826336762,e,"(11, 500)","(47, 3597)"
GO:0042450,arginine biosynthetic process via ornithine,BP,0.08732161935993646,0.798813826336762,e,"(3, 500)","(8, 3597)"
GO:0006270,DNA replication initiation,BP,0.08732161935993646,0.798813826336762,e,"(3, 500)","(8, 3597)"
GO:0009052,"pentose-phosphate shunt, non-oxidative branch",BP,0.08732161935993646,0.798813826336762,e,"(3, 500)","(8, 3597)"
GO:0015949,nucleobase-containing small molecule interconversion,BP,0.09304486236629551,0.798813826336762,e,"(5, 500)","(18, 3597)"
GO:0000917,division septum assembly,BP,0.09304486236629551,0.798813826336762,e,"(5, 500)","(18, 3597)"
GO:0009086,methionine biosynthetic process,BP,0.09434817102869446,0.798813826336762,e,"(4, 500)","(13, 3597)"
GO:0006561,proline biosynthetic process,BP,0.09546648521021017,0.798813826336762,e,"(2, 500)","(4, 3597)"
GO:0032264,IMP salvage,BP,0.09546648521021017,0.798813826336762,e,"(2, 500)","(4, 3597)"
GO:1904981,maltose transmembrane transport,BP,0.09546648521021017,0.798813826336762,e,"(2, 500)","(4, 3597)"
GO:0042956,maltodextrin transmembrane transport,BP,0.09546648521021017,0.798813826336762,e,"(2, 500)","(4, 3597)"
GO:0009090,homoserine biosynthetic process,BP,0.09546648521021017,0.798813826336762,e,"(2, 500)","(4, 3597)"
GO:0015861,cytidine transport,BP,0.09546648521021017,0.798813826336762,e,"(2, 500)","(4, 3597)"
GO:0015862,uridine transmembrane transport,BP,0.09546648521021017,0.798813826336762,e,"(2, 500)","(4, 3597)"
GO:0031555,transcriptional attenuation,BP,0.09546648521021017,0.798813826336762,e,"(2, 500)","(4, 3597)"
GO:0019637,organophosphate metabolic process,BP,0.09546648521021017,0.798813826336762,e,"(2, 500)","(4, 3597)"
GO:0042780,tRNA 3'-end processing,BP,0.09546648521021017,0.798813826336762,e,"(2, 500)","(4, 3597)"
GO:0019290,siderophore biosynthetic process,BP,0.09546648521021017,0.798813826336762,e,"(2, 500)","(4, 3597)"
GO:0042744,hydrogen peroxide catabolic process,BP,0.09546648521021017,0.798813826336762,e,"(2, 500)","(4, 3597)"
GO:0042930,enterobactin transport,BP,0.09546648521021017,0.798813826336762,e,"(2, 500)","(4, 3597)"
GO:0071978,bacterial-type flagellum-dependent swarming motility,BP,0.11057195201220235,0.798813826336762,e,"(6, 500)","(22, 3597)"
GO:0006400,tRNA modification,BP,0.11057195201220235,0.798813826336762,e,"(6, 500)","(22, 3597)"
GO:0009060,aerobic respiration,BP,0.11057195201220235,0.798813826336762,e,"(6, 500)","(22, 3597)"
GO:0008033,tRNA processing,BP,0.11207533635666729,0.798813826336762,e,"(12, 500)","(55, 3597)"
GO:0006098,pentose-phosphate shunt,BP,0.11793325276988666,0.798813826336762,e,"(3, 500)","(9, 3597)"
GO:0051085,chaperone cofactor-dependent protein refolding,BP,0.11793325276988666,0.798813826336762,e,"(3, 500)","(9, 3597)"
GO:0030254,protein secretion by the type III secretion system,BP,0.11793325276988666,0.798813826336762,e,"(3, 500)","(9, 3597)"
GO:0034214,protein hexamerization,BP,0.11793325276988666,0.798813826336762,e,"(3, 500)","(9, 3597)"
GO:0006423,cysteinyl-tRNA aminoacylation,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0006086,acetyl-CoA biosynthetic process from pyruvate,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0046475,glycerophospholipid catabolic process,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0002184,cytoplasmic translational termination,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0006747,FAD biosynthetic process,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0009143,nucleoside triphosphate catabolic process,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0006563,L-serine metabolic process,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0106300,protein-DNA covalent cross-linking repair,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0046710,GDP metabolic process,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0043609,regulation of carbon utilization,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0019858,cytosine metabolic process,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0009123,nucleoside monophosphate metabolic process,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0006863,purine nucleobase transport,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0031334,positive regulation of protein-containing complex assembly,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0043628,regulatory ncRNA 3'-end processing,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0043113,receptor clustering,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0018131,oxazole or thiazole biosynthetic process,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0051649,establishment of localization in cell,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0009597,detection of virus,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0019367,"fatty acid elongation, saturated fatty acid",BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0071709,membrane assembly,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0006217,deoxycytidine catabolic process,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0000053,argininosuccinate metabolic process,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0072527,pyrimidine-containing compound metabolic process,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0045861,negative regulation of proteolysis,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0070206,protein trimerization,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0006020,inositol metabolic process,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0051262,protein tetramerization,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0071951,conversion of methionyl-tRNA to N-formyl-methionyl-tRNA,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0046181,ketogluconate catabolic process,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0018937,nitroglycerin metabolic process,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:2001061,D-glycero-D-manno-heptose 7-phosphate biosynthetic process,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0071291,cellular response to selenium ion,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0046084,adenine biosynthetic process,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0009750,response to fructose,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:1990497,regulation of cytoplasmic translation in response to stress,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0045337,farnesyl diphosphate biosynthetic process,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0032238,adenosine transport,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0006562,proline catabolic process,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0006560,proline metabolic process,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0046167,glycerol-3-phosphate biosynthetic process,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:1905647,proline import across plasma membrane,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0006431,methionyl-tRNA aminoacylation,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0032955,regulation of division septum assembly,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0009152,purine ribonucleotide biosynthetic process,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0006421,asparaginyl-tRNA aminoacylation,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0051983,regulation of chromosome segregation,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0010974,negative regulation of division septum assembly,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0032110,regulation of protein histidine kinase activity,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0033195,response to alkyl hydroperoxide,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0015824,proline transport,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0042558,pteridine-containing compound metabolic process,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0006228,UTP biosynthetic process,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0031125,rRNA 3'-end processing,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0006225,UDP biosynthetic process,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0002188,translation reinitiation,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0035524,proline transmembrane transport,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0046100,hypoxanthine metabolic process,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0019277,UDP-N-acetylgalactosamine biosynthetic process,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0052547,regulation of peptidase activity,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0001762,beta-alanine transport,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0006449,regulation of translational termination,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0033512,L-lysine catabolic process to acetyl-CoA via saccharopine,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0002939,tRNA N1-guanine methylation,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0072348,sulfur compound transport,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0032781,positive regulation of ATP-dependent activity,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0070581,rolling circle DNA replication,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0045975,"positive regulation of translation, ncRNA-mediated",BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0010501,RNA secondary structure unwinding,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0009081,branched-chain amino acid metabolic process,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:1903804,glycine import across plasma membrane,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0046166,glyceraldehyde-3-phosphate biosynthetic process,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:1900372,negative regulation of purine nucleotide biosynthetic process,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0071476,cellular hypotonic response,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0008104,protein localization,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0051096,positive regulation of helicase activity,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
